timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,label
0.00000,1.70000,6.50000,11.00000,-0.20000,0.10000,0.00000,normal
0.02000,-2.16667,4.94902,6.90980,-0.78889,-0.05833,-0.07222,normal
0.04000,-1.50000,4.63529,7.04706,-0.64074,-0.00278,-0.03519,normal
0.06000,-0.83333,4.32157,7.18431,-0.49259,0.05278,0.00185,normal
0.08000,-0.16667,4.00784,7.32157,-0.34444,0.10833,0.03889,normal
0.10000,0.50000,3.69412,7.45882,-0.19630,0.16389,0.07593,normal
0.12000,0.27447,3.84468,8.51915,-0.40000,0.10000,-0.10000,normal
0.14000,0.18936,3.99362,8.58298,-0.55778,0.10000,-0.07889,normal
0.16000,0.10426,4.14255,8.64681,-0.51333,0.10000,-0.05667,normal
0.18000,0.01915,4.29149,8.71064,-0.46889,0.10000,-0.03444,normal
0.20000,-0.06596,4.44043,8.77447,-0.42444,0.10000,-0.01222,normal
0.22000,0.09195,4.96782,8.86782,0.09200,0.00000,0.10000,normal
0.24000,0.06897,4.87586,8.77586,0.05200,0.00000,0.10000,normal
0.26000,0.04598,4.78391,8.68391,0.01200,0.00000,0.10000,normal
0.28000,0.02299,4.69195,8.59195,-0.02800,0.00000,0.10000,normal
0.30000,0.00000,4.60000,8.50000,-0.06800,0.00000,0.10000,normal
0.32000,-0.22366,3.90000,8.41720,-0.20000,0.10000,0.10000,normal
0.34000,-0.26667,3.90000,8.26667,-0.32933,0.10000,0.10000,normal
0.36000,-0.30968,3.90000,8.11613,-0.38267,0.10000,0.10000,normal
0.38000,-0.35269,3.90000,7.96559,-0.43600,0.10000,0.10000,normal
0.40000,-0.39570,3.90000,7.81505,-0.48933,0.10000,0.10000,normal
0.42000,-1.39579,2.29053,5.41368,-1.78936,-0.00745,0.53723,normal
0.44000,-1.54316,2.12211,5.43474,-2.04468,-0.02872,0.64362,normal
0.46000,-1.69053,1.95368,5.45579,-2.30000,-0.05000,0.75000,normal
0.48000,-1.83789,1.78526,5.47684,-2.55532,-0.07128,0.85638,normal
0.50000,-1.98526,1.61684,5.49789,-2.81064,-0.09255,0.96277,normal
0.52000,-2.40435,-1.15217,3.44130,-4.85833,0.02500,1.63333,normal
0.54000,-2.01304,-1.45652,3.72391,-4.75417,0.08750,1.71667,normal
0.56000,-1.62174,-1.76087,4.00652,-4.65000,0.15000,1.80000,normal
0.58000,-1.23043,-2.06522,4.28913,-4.54583,0.21250,1.88333,normal
0.60000,-0.83913,-2.36957,4.57174,-4.44167,0.27500,1.96667,normal
0.62000,-2.74632,-6.76105,5.54737,-4.18224,1.54579,3.03271,normal
0.64000,-3.12526,-7.62421,6.38947,-3.84579,1.67664,3.12617,normal
0.66000,-3.50421,-8.48737,7.23158,-3.50935,1.80748,3.21963,normal
0.68000,-3.88316,-9.35053,8.07368,-3.17290,1.93832,3.31308,normal
0.70000,-4.26211,-10.21368,8.91579,-2.83645,2.06916,3.40654,normal
0.72000,-9.22989,-6.83103,12.80000,-2.50000,2.20000,3.50000,normal
0.74000,-10.14943,-8.55517,16.80000,-1.02500,3.34375,3.15625,normal
0.76000,-11.06897,-10.27931,20.80000,-0.96066,2.98197,1.84590,normal
0.78000,-11.98851,-12.00345,24.80000,-0.79672,2.49016,0.37049,normal
0.80000,-12.90805,-13.72759,28.80000,-0.63279,1.99836,-1.10492,normal
0.82000,-1.13579,-2.74421,6.36105,-3.45579,-0.90737,0.48526,normal
0.84000,-0.88316,-4.19684,5.22421,-3.32947,-0.92842,0.44316,normal
0.86000,-0.63053,-5.64947,4.08737,-3.20316,-0.94947,0.40105,normal
0.88000,-0.37789,-7.10211,2.95053,-3.07684,-0.97053,0.35895,normal
0.90000,-0.12526,-8.55474,1.81368,-2.95053,-0.99158,0.31684,normal
0.92000,-4.46222,-8.74889,5.19778,0.04615,0.49231,0.19231,normal
0.94000,-4.61778,-8.37111,5.44222,0.17802,0.47033,0.17033,normal
0.96000,-4.77333,-7.99333,5.68667,0.30989,0.44835,0.14835,normal
0.98000,-4.92889,-7.61556,5.93111,0.44176,0.42637,0.12637,normal
1.00000,-5.08444,-7.23778,6.17556,0.57363,0.40440,0.10440,normal
1.02000,-5.75474,-6.27263,4.71368,-0.06857,0.31048,-0.01048,normal
1.04000,-5.83895,-6.23053,4.73474,-0.01143,0.32952,-0.02952,normal
1.06000,-5.92316,-6.18842,4.75579,0.04571,0.34857,-0.04857,normal
1.08000,-6.00737,-6.14632,4.77684,0.10286,0.36762,-0.06762,normal
1.10000,-6.09158,-6.10421,4.79789,0.16000,0.38667,-0.08667,normal
1.12000,-5.10000,-6.50575,5.47701,0.25000,0.30000,-0.10000,normal
1.14000,-5.10000,-6.52874,5.38506,-0.03171,0.08415,-0.10000,normal
1.16000,-5.10000,-6.55172,5.29310,-0.08049,0.05976,-0.10000,normal
1.18000,-5.10000,-6.57471,5.20115,-0.12927,0.03537,-0.10000,normal
1.20000,-5.10000,-6.59770,5.10920,-0.17805,0.01098,-0.10000,normal
1.22000,-5.01262,-7.03689,4.92524,-0.19400,-0.10000,0.10000,normal
1.24000,-5.03204,-6.93981,4.96408,-0.17400,-0.10000,0.10000,normal
1.26000,-5.05146,-6.84272,5.00291,-0.15400,-0.10000,0.10000,normal
1.28000,-5.07087,-6.74563,5.04175,-0.13400,-0.10000,0.10000,normal
1.30000,-5.09029,-6.64854,5.08058,-0.11400,-0.10000,0.10000,normal
