timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,label
0.00000,0.50000,2.30000,9.30000,-0.10000,0.20000,-0.20000,normal
0.02000,0.85408,2.79286,10.07755,-0.20000,0.00000,0.12718,normal
0.04000,0.79286,2.65000,9.91429,-0.20000,0.00000,0.16602,normal
0.06000,0.73163,2.50714,9.75102,-0.20000,0.00000,0.20485,normal
0.08000,0.67041,2.36429,9.58776,-0.20000,0.00000,0.24369,normal
0.10000,0.60918,2.22143,9.42449,-0.20000,0.00000,0.28252,normal
0.12000,0.62907,3.67093,10.00581,-0.40000,-0.10000,0.20000,normal
0.14000,0.74535,3.55465,10.02907,-0.40000,-0.05122,0.20000,normal
0.16000,0.86163,3.43837,10.05233,-0.40000,-0.00244,0.20000,normal
0.18000,0.97791,3.32209,10.07558,-0.40000,0.04634,0.20000,normal
0.20000,1.09419,3.20581,10.09884,-0.40000,0.09512,0.20000,normal
0.22000,0.03871,2.88710,8.87419,-0.10000,-0.20000,0.20000,normal
0.24000,0.10323,2.86559,8.83118,-0.10000,-0.20000,0.20000,normal
0.26000,0.16774,2.84409,8.78817,-0.10000,-0.20000,0.20000,normal
0.28000,0.23226,2.82258,8.74516,-0.10000,-0.20000,0.20000,normal
0.30000,0.29677,2.80108,8.70215,-0.10000,-0.20000,0.20000,normal
0.32000,-0.41667,2.61667,7.01667,-0.11250,-0.08750,0.18750,normal
0.34000,-0.74771,2.71560,6.80092,-0.70000,0.30000,0.10000,normal
0.36000,-1.02294,2.84404,6.69083,-0.82500,0.30000,0.05833,normal
0.38000,-1.29817,2.97248,6.58073,-0.95000,0.30000,0.01667,normal
0.40000,-1.57339,3.10092,6.47064,-1.07500,0.30000,-0.02500,normal
0.42000,-1.84862,3.22936,6.36055,-1.20000,0.30000,-0.06667,normal
0.44000,-0.96618,1.35735,5.98235,-3.70000,0.00000,-0.30000,normal
0.46000,-1.40735,1.73971,5.86471,-3.80000,0.50000,1.32857,normal
0.48000,-1.84853,2.12206,5.74706,-4.02222,0.72222,1.36032,normal
0.50000,-2.28971,2.50441,5.62941,-4.24444,0.94444,1.39206,normal
0.52000,-1.23333,-1.66000,2.05333,-6.09687,1.61875,2.51875,normal
0.54000,-1.56667,-2.06000,2.18667,-6.07604,1.74375,2.64375,normal
0.56000,-1.90000,-2.46000,2.32000,-6.05521,1.86875,2.76875,normal
