timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,label
0.00000,-3.50000,-6.90000,6.30000,0.10000,0.00000,0.00000,normal
0.02000,-3.91683,-6.86634,5.65050,0.00000,-0.01429,-0.01429,normal
0.04000,-3.93663,-6.82673,5.70990,0.00000,-0.03333,-0.03333,normal
0.06000,-3.95644,-6.78713,5.76931,0.00000,-0.05238,-0.05238,normal
0.08000,-3.97624,-6.74752,5.82871,0.00000,-0.07143,-0.07143,normal
0.10000,-3.99604,-6.70792,5.88812,0.00000,-0.09048,-0.09048,normal
0.12000,-3.50353,-7.10353,5.99647,-0.10000,0.10000,-0.02000,normal
0.14000,-3.52706,-7.12706,5.97294,-0.10000,0.10000,0.00000,normal
0.16000,-3.55059,-7.15059,5.94941,-0.10000,0.10000,0.00000,normal
0.18000,-3.57412,-7.17412,5.92588,-0.10000,0.10000,0.00000,normal
0.20000,-3.59765,-7.19765,5.90235,-0.10000,0.10000,0.00000,normal
0.22000,-3.49897,-7.23711,6.62577,-0.30000,0.00849,-0.00849,normal
0.24000,-3.66392,-7.29897,6.50206,-0.30000,0.02736,-0.02736,normal
0.26000,-3.82887,-7.36082,6.37835,-0.30000,0.04623,-0.04623,normal
0.28000,-3.99381,-7.42268,6.25464,-0.30000,0.06509,-0.06509,normal
0.30000,-4.15876,-7.48454,6.13093,-0.30000,0.08396,-0.08396,normal
0.32000,-3.46923,-7.45385,6.45385,-0.24000,0.10000,-0.16000,normal
0.34000,-3.48718,-7.87051,6.30385,-1.12727,-0.08182,-0.39091,normal
0.36000,-3.58974,-8.30641,6.07308,-1.44516,-0.06935,-0.43065,normal
0.38000,-3.69231,-8.74231,5.84231,-1.70323,-0.03710,-0.46290,normal
0.40000,-3.79487,-9.17821,5.61154,-1.96129,-0.00484,-0.49516,normal
0.42000,-2.35625,-9.51458,3.55625,-1.96809,-0.61064,-1.03191,normal
0.44000,-2.29375,-9.53542,3.49375,-1.90426,-0.63191,-1.09574,normal
0.46000,-2.23125,-9.55625,3.43125,-1.84043,-0.65319,-1.15957,normal
0.48000,-2.16875,-9.57708,3.36875,-1.77660,-0.67447,-1.22340,normal
0.50000,-2.10625,-9.59792,3.30625,-1.71277,-0.69574,-1.28723,normal
0.52000,-1.27419,-8.80323,2.27419,-0.93711,-0.97216,-1.00928,normal
0.54000,-0.99462,-8.58817,2.66129,-1.01959,-0.91031,-1.02990,normal
0.56000,-0.71505,-8.37312,3.04839,-1.10206,-0.84845,-1.05052,normal
0.58000,-0.43548,-8.15806,3.43548,-1.18454,-0.78660,-1.07113,normal
0.60000,-0.15591,-7.94301,3.82258,-1.26701,-0.72474,-1.09175,normal
