timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,label
0.00000,2.00000,2.30000,9.20000,-0.30000,0.20000,-0.60000,normal
0.02000,0.12473,3.52043,9.32473,-0.22921,0.02921,0.21461,normal
0.04000,0.01720,3.69247,9.21720,-0.27416,0.07416,0.23708,normal
0.06000,-0.09032,3.86452,9.10968,-0.31910,0.11910,0.25955,normal
0.08000,-0.19785,4.03656,9.00215,-0.36404,0.16404,0.28202,normal
0.10000,0.30000,2.60000,8.50000,-0.50000,0.10000,0.00000,normal
0.12000,0.41600,4.38800,9.36400,-0.04752,0.11584,0.11584,normal
0.14000,0.43600,4.24800,9.44400,-0.10693,0.13564,0.13564,normal
0.16000,0.45600,4.10800,9.52400,-0.16634,0.15545,0.15545,normal
0.18000,0.47600,3.96800,9.60400,-0.22574,0.17525,0.17525,normal
0.20000,0.49600,3.82800,9.68400,-0.28515,0.19505,0.19505,normal
0.22000,0.00000,2.90000,9.41237,-0.09029,0.19029,0.20000,normal
0.24000,0.00000,2.90000,9.43299,-0.07087,0.17087,0.20000,normal
0.26000,0.00000,2.90000,9.45361,-0.05146,0.15146,0.20000,normal
0.28000,0.00000,2.90000,9.47423,-0.03204,0.13204,0.20000,normal
0.30000,0.00000,2.90000,9.49485,-0.01262,0.11262,0.20000,normal
0.32000,0.10000,2.98913,9.24565,0.15556,0.00000,0.20000,normal
0.34000,0.10000,2.96739,9.13696,0.18108,-0.10000,0.20000,normal
0.36000,0.10000,2.94565,9.02826,0.15405,-0.10000,0.20000,normal
0.38000,0.10000,2.92391,8.91957,0.12703,-0.10000,0.20000,normal
0.40000,0.10000,2.90217,8.81087,0.10000,-0.10000,0.20000,normal
0.42000,-0.19130,3.68696,8.48804,-0.29888,-0.10000,0.34944,normal
0.44000,-0.53913,4.20870,8.46630,-0.47865,-0.10000,0.43933,normal
0.46000,-0.88696,4.73043,8.44457,-0.65843,-0.10000,0.52921,normal
0.48000,-1.23478,5.25217,8.42283,-0.83820,-0.10000,0.61910,normal
0.50000,-1.58261,5.77391,8.40109,-1.90000,-0.20000,0.90000,normal
0.52000,2.22947,-1.00526,6.74211,-1.45657,-0.84545,1.15152,normal
0.54000,2.27158,-0.58421,7.37368,-1.05253,-0.66364,1.21212,normal
0.56000,2.31368,-0.16316,8.00526,-0.64848,-0.48182,1.27273,normal
0.58000,2.35579,0.25789,8.63684,-0.24444,-0.30000,1.33333,normal
0.60000,2.39789,0.67895,9.26842,0.15960,-0.11818,1.39394,normal
0.62000,1.06703,2.16813,11.91209,0.31667,0.68958,0.64792,normal
0.64000,1.00110,1.90440,11.73626,0.15000,0.66875,0.54375,normal
0.66000,0.93516,1.64066,11.56044,-0.01667,0.64792,0.43958,normal
0.68000,0.86923,1.37692,11.38462,-0.18333,0.62708,0.33542,normal
0.70000,0.80330,1.11319,11.20879,-0.35000,0.60625,0.23125,normal
0.72000,1.12069,1.20690,9.45862,-0.24444,0.24444,0.10000,normal
0.74000,1.18966,1.22989,9.32069,-0.17838,0.15676,0.12162,normal
0.76000,1.25862,1.25287,9.18276,-0.15135,0.10270,0.14865,normal
0.78000,1.32759,1.27586,9.04483,-0.12432,0.04865,0.17568,normal
